/Users/velocityworks/PycharmProjects/z_metric/.venv/bin/python /Users/velocityworks/PycharmProjects/z_metric/src/main/sandbox/main.py
🚀 Bootstrapping 360-prime wheel...
✅ Wheel initialized with 360 primes (up to 2423)
🌟 COLLISION! Prime 47221 at position 61 (collision #4474)
🌟 COLLISION! Prime 47237 at position 77 (collision #4475)
🌟 COLLISION! Prime 47251 at position 91 (collision #4476)
🌟 COLLISION! Prime 47269 at position 109 (collision #4477)
🌟 COLLISION! Prime 47279 at position 119 (collision #4478)
🌟 COLLISION! Prime 47287 at position 127 (collision #4479)
🌟 COLLISION! Prime 47293 at position 133 (collision #4480)
🌟 COLLISION! Prime 47297 at position 137 (collision #4481)
🌟 COLLISION! Prime 47303 at position 143 (collision #4482)
🌟 COLLISION! Prime 47309 at position 149 (collision #4483)
🌟 COLLISION! Prime 47317 at position 157 (collision #4484)
🌟 COLLISION! Prime 47339 at position 179 (collision #4485)
🌟 COLLISION! Prime 47351 at position 191 (collision #4486)
🌟 COLLISION! Prime 47353 at position 193 (collision #4487)
🌟 COLLISION! Prime 47363 at position 203 (collision #4488)
🌟 COLLISION! Prime 47381 at position 221 (collision #4489)
🌟 COLLISION! Prime 47387 at position 227 (collision #4490)
🌟 COLLISION! Prime 47389 at position 229 (collision #4491)
🌟 COLLISION! Prime 47407 at position 247 (collision #4492)
🌟 COLLISION! Prime 47417 at position 257 (collision #4493)
🌟 COLLISION! Prime 47419 at position 259 (collision #4494)
🌟 COLLISION! Prime 47431 at position 271 (collision #4495)
🌟 COLLISION! Prime 47441 at position 281 (collision #4496)
🌟 COLLISION! Prime 47459 at position 299 (collision #4497)
🌟 COLLISION! Prime 47491 at position 331 (collision #4498)
🌟 COLLISION! Prime 47497 at position 337 (collision #4499)
🌟 COLLISION! Prime 47501 at position 341 (collision #4500)
🌟 COLLISION! Prime 47507 at position 347 (collision #4501)
🌟 COLLISION! Prime 47513 at position 353 (collision #4502)
🌟 COLLISION! Prime 47521 at position 1 (collision #4503)
🌟 COLLISION! Prime 47527 at position 7 (collision #4504)
🌟 COLLISION! Prime 47533 at position 13 (collision #4505)
🌟 COLLISION! Prime 47543 at position 23 (collision #4506)
🌟 COLLISION! Prime 47563 at position 43 (collision #4507)
🌟 COLLISION! Prime 47569 at position 49 (collision #4508)
🌟 COLLISION! Prime 47581 at position 61 (collision #4509)
🌟 COLLISION! Prime 47591 at position 71 (collision #4510)
🌟 COLLISION! Prime 47599 at position 79 (collision #4511)
🌟 COLLISION! Prime 47609 at position 89 (collision #4512)
🌟 COLLISION! Prime 47623 at position 103 (collision #4513)
🌟 COLLISION! Prime 47629 at position 109 (collision #4514)
🌟 COLLISION! Prime 47639 at position 119 (collision #4515)
🌟 COLLISION! Prime 47653 at position 133 (collision #4516)
🌟 COLLISION! Prime 47657 at position 137 (collision #4517)
🌟 COLLISION! Prime 47659 at position 139 (collision #4518)
🌟 COLLISION! Prime 47681 at position 161 (collision #4519)
🌟 COLLISION! Prime 47699 at position 179 (collision #4520)
🌟 COLLISION! Prime 47701 at position 181 (collision #4521)
🌟 COLLISION! Prime 47711 at position 191 (collision #4522)
🌟 COLLISION! Prime 47713 at position 193 (collision #4523)
🌟 COLLISION! Prime 47717 at position 197 (collision #4524)
🌟 COLLISION! Prime 47737 at position 217 (collision #4525)
🌟 COLLISION! Prime 47741 at position 221 (collision #4526)
🌟 COLLISION! Prime 47743 at position 223 (collision #4527)
🌟 COLLISION! Prime 47777 at position 257 (collision #4528)
🌟 COLLISION! Prime 47779 at position 259 (collision #4529)
🌟 COLLISION! Prime 47791 at position 271 (collision #4530)
🌟 COLLISION! Prime 47797 at position 277 (collision #4531)
🌟 COLLISION! Prime 47807 at position 287 (collision #4532)
🌟 COLLISION! Prime 47809 at position 289 (collision #4533)
🌟 COLLISION! Prime 47819 at position 299 (collision #4534)
🌟 COLLISION! Prime 47837 at position 317 (collision #4535)
🌟 COLLISION! Prime 47843 at position 323 (collision #4536)
🌟 COLLISION! Prime 47857 at position 337 (collision #4537)
🌟 COLLISION! Prime 47869 at position 349 (collision #4538)
🌟 COLLISION! Prime 47881 at position 1 (collision #4539)
🌟 COLLISION! Prime 47903 at position 23 (collision #4540)
🌟 COLLISION! Prime 47911 at position 31 (collision #4541)
🌟 COLLISION! Prime 47917 at position 37 (collision #4542)
🌟 COLLISION! Prime 47933 at position 53 (collision #4543)
🌟 COLLISION! Prime 47939 at position 59 (collision #4544)
🌟 COLLISION! Prime 47947 at position 67 (collision #4545)
🌟 COLLISION! Prime 47951 at position 71 (collision #4546)
🌟 COLLISION! Prime 47963 at position 83 (collision #4547)
🌟 COLLISION! Prime 47969 at position 89 (collision #4548)
🌟 COLLISION! Prime 47977 at position 97 (collision #4549)
🌟 COLLISION! Prime 47981 at position 101 (collision #4550)
🌟 COLLISION! Prime 48017 at position 137 (collision #4551)
🌟 COLLISION! Prime 48023 at position 143 (collision #4552)
🌟 COLLISION! Prime 48029 at position 149 (collision #4553)
🌟 COLLISION! Prime 48049 at position 169 (collision #4554)
🌟 COLLISION! Prime 48073 at position 193 (collision #4555)
🌟 COLLISION! Prime 48079 at position 199 (collision #4556)
🌟 COLLISION! Prime 48091 at position 211 (collision #4557)
🌟 COLLISION! Prime 48109 at position 229 (collision #4558)
🌟 COLLISION! Prime 48119 at position 239 (collision #4559)
🌟 COLLISION! Prime 48121 at position 241 (collision #4560)
🌟 COLLISION! Prime 48131 at position 251 (collision #4561)
🌟 COLLISION! Prime 48157 at position 277 (collision #4562)
🌟 COLLISION! Prime 48163 at position 283 (collision #4563)
🌟 COLLISION! Prime 48179 at position 299 (collision #4564)
🌟 COLLISION! Prime 48187 at position 307 (collision #4565)
🌟 COLLISION! Prime 48193 at position 313 (collision #4566)
🌟 COLLISION! Prime 48197 at position 317 (collision #4567)
🌟 COLLISION! Prime 48221 at position 341 (collision #4568)
🌟 COLLISION! Prime 48239 at position 359 (collision #4569)
🌟 COLLISION! Prime 48247 at position 7 (collision #4570)
🌟 COLLISION! Prime 48259 at position 19 (collision #4571)
🌟 COLLISION! Prime 48271 at position 31 (collision #4572)
🌟 COLLISION! Prime 48299 at position 59 (collision #4573)
🌟 COLLISION! Prime 48311 at position 71 (collision #4574)
🌟 COLLISION! Prime 48313 at position 73 (collision #4575)
🌟 COLLISION! Prime 48337 at position 97 (collision #4576)
🌟 COLLISION! Prime 48341 at position 101 (collision #4577)
🌟 COLLISION! Prime 48353 at position 113 (collision #4578)
🌟 COLLISION! Prime 48371 at position 131 (collision #4579)
🌟 COLLISION! Prime 48383 at position 143 (collision #4580)
🌟 COLLISION! Prime 48397 at position 157 (collision #4581)
🌟 COLLISION! Prime 48407 at position 167 (collision #4582)
🌟 COLLISION! Prime 48409 at position 169 (collision #4583)
🌟 COLLISION! Prime 48413 at position 173 (collision #4584)
🌟 COLLISION! Prime 48437 at position 197 (collision #4585)
🌟 COLLISION! Prime 48449 at position 209 (collision #4586)
🌟 COLLISION! Prime 48463 at position 223 (collision #4587)
🌟 COLLISION! Prime 48473 at position 233 (collision #4588)
🌟 COLLISION! Prime 48479 at position 239 (collision #4589)
🌟 COLLISION! Prime 48481 at position 241 (collision #4590)
🌟 COLLISION! Prime 48487 at position 247 (collision #4591)
🌟 COLLISION! Prime 48491 at position 251 (collision #4592)
🌟 COLLISION! Prime 48497 at position 257 (collision #4593)
🌟 COLLISION! Prime 48523 at position 283 (collision #4594)
🌟 COLLISION! Prime 48527 at position 287 (collision #4595)
🌟 COLLISION! Prime 48533 at position 293 (collision #4596)
🌟 COLLISION! Prime 48539 at position 299 (collision #4597)
🌟 COLLISION! Prime 48541 at position 301 (collision #4598)
🌟 COLLISION! Prime 48563 at position 323 (collision #4599)
🌟 COLLISION! Prime 48571 at position 331 (collision #4600)
🌟 COLLISION! Prime 48589 at position 349 (collision #4601)
🌟 COLLISION! Prime 48593 at position 353 (collision #4602)
🌟 COLLISION! Prime 48611 at position 11 (collision #4603)
🌟 COLLISION! Prime 48619 at position 19 (collision #4604)
🌟 COLLISION! Prime 48623 at position 23 (collision #4605)
🌟 COLLISION! Prime 48647 at position 47 (collision #4606)
🌟 COLLISION! Prime 48649 at position 49 (collision #4607)
🌟 COLLISION! Prime 48661 at position 61 (collision #4608)
🌟 COLLISION! Prime 48673 at position 73 (collision #4609)
🌟 COLLISION! Prime 48677 at position 77 (collision #4610)
🌟 COLLISION! Prime 48679 at position 79 (collision #4611)
🌟 COLLISION! Prime 48731 at position 131 (collision #4612)
🌟 COLLISION! Prime 48733 at position 133 (collision #4613)
🌟 COLLISION! Prime 48751 at position 151 (collision #4614)
🌟 COLLISION! Prime 48757 at position 157 (collision #4615)
🌟 COLLISION! Prime 48761 at position 161 (collision #4616)
🌟 COLLISION! Prime 48767 at position 167 (collision #4617)
🌟 COLLISION! Prime 48779 at position 179 (collision #4618)
🌟 COLLISION! Prime 48781 at position 181 (collision #4619)
🌟 COLLISION! Prime 48799 at position 199 (collision #4620)
🌟 COLLISION! Prime 48809 at position 209 (collision #4621)
🌟 COLLISION! Prime 48817 at position 217 (collision #4622)
🌟 COLLISION! Prime 48821 at position 221 (collision #4623)
🌟 COLLISION! Prime 48823 at position 223 (collision #4624)
🌟 COLLISION! Prime 48847 at position 247 (collision #4625)
🌟 COLLISION! Prime 48857 at position 257 (collision #4626)
🌟 COLLISION! Prime 48859 at position 259 (collision #4627)
🌟 COLLISION! Prime 48869 at position 269 (collision #4628)
🌟 COLLISION! Prime 48871 at position 271 (collision #4629)
🌟 COLLISION! Prime 48883 at position 283 (collision #4630)
🌟 COLLISION! Prime 48889 at position 289 (collision #4631)
🌟 COLLISION! Prime 48907 at position 307 (collision #4632)
🌟 COLLISION! Prime 48947 at position 347 (collision #4633)
🌟 COLLISION! Prime 48953 at position 353 (collision #4634)
🌟 COLLISION! Prime 48973 at position 13 (collision #4635)
🌟 COLLISION! Prime 48989 at position 29 (collision #4636)
🌟 COLLISION! Prime 48991 at position 31 (collision #4637)
🌟 COLLISION! Prime 49003 at position 43 (collision #4638)
🌟 COLLISION! Prime 49009 at position 49 (collision #4639)
🌟 COLLISION! Prime 49019 at position 59 (collision #4640)
🌟 COLLISION! Prime 49031 at position 71 (collision #4641)
🌟 COLLISION! Prime 49033 at position 73 (collision #4642)
🌟 COLLISION! Prime 49037 at position 77 (collision #4643)
🌟 COLLISION! Prime 49043 at position 83 (collision #4644)
🌟 COLLISION! Prime 49057 at position 97 (collision #4645)
🌟 COLLISION! Prime 49069 at position 109 (collision #4646)
🌟 COLLISION! Prime 49081 at position 121 (collision #4647)
🌟 COLLISION! Prime 49103 at position 143 (collision #4648)
🌟 COLLISION! Prime 49109 at position 149 (collision #4649)
🌟 COLLISION! Prime 49117 at position 157 (collision #4650)
🌟 COLLISION! Prime 49121 at position 161 (collision #4651)
🌟 COLLISION! Prime 49123 at position 163 (collision #4652)
🌟 COLLISION! Prime 49139 at position 179 (collision #4653)
🌟 COLLISION! Prime 49157 at position 197 (collision #4654)
🌟 COLLISION! Prime 49169 at position 209 (collision #4655)
🌟 COLLISION! Prime 49171 at position 211 (collision #4656)
🌟 COLLISION! Prime 49177 at position 217 (collision #4657)
🌟 COLLISION! Prime 49193 at position 233 (collision #4658)
🌟 COLLISION! Prime 49199 at position 239 (collision #4659)
🌟 COLLISION! Prime 49201 at position 241 (collision #4660)
🌟 COLLISION! Prime 49207 at position 247 (collision #4661)
🌟 COLLISION! Prime 49211 at position 251 (collision #4662)
🌟 COLLISION! Prime 49223 at position 263 (collision #4663)
🌟 COLLISION! Prime 49253 at position 293 (collision #4664)
🌟 COLLISION! Prime 49261 at position 301 (collision #4665)
🌟 COLLISION! Prime 49277 at position 317 (collision #4666)
🌟 COLLISION! Prime 49279 at position 319 (collision #4667)
🌟 COLLISION! Prime 49297 at position 337 (collision #4668)
🌟 COLLISION! Prime 49307 at position 347 (collision #4669)
🌟 COLLISION! Prime 49331 at position 11 (collision #4670)
🌟 COLLISION! Prime 49333 at position 13 (collision #4671)
🌟 COLLISION! Prime 49339 at position 19 (collision #4672)
🌟 COLLISION! Prime 49363 at position 43 (collision #4673)
🌟 COLLISION! Prime 49367 at position 47 (collision #4674)
🌟 COLLISION! Prime 49369 at position 49 (collision #4675)
🌟 COLLISION! Prime 49391 at position 71 (collision #4676)
🌟 COLLISION! Prime 49393 at position 73 (collision #4677)
🌟 COLLISION! Prime 49409 at position 89 (collision #4678)
🌟 COLLISION! Prime 49411 at position 91 (collision #4679)
🌟 COLLISION! Prime 49417 at position 97 (collision #4680)
🌟 COLLISION! Prime 49429 at position 109 (collision #4681)
🌟 COLLISION! Prime 49433 at position 113 (collision #4682)
🌟 COLLISION! Prime 49451 at position 131 (collision #4683)
🌟 COLLISION! Prime 49459 at position 139 (collision #4684)
🌟 COLLISION! Prime 49463 at position 143 (collision #4685)
🌟 COLLISION! Prime 49477 at position 157 (collision #4686)
🌟 COLLISION! Prime 49481 at position 161 (collision #4687)
🌟 COLLISION! Prime 49499 at position 179 (collision #4688)
🌟 COLLISION! Prime 49523 at position 203 (collision #4689)
🌟 COLLISION! Prime 49529 at position 209 (collision #4690)
🌟 COLLISION! Prime 49531 at position 211 (collision #4691)
🌟 COLLISION! Prime 49537 at position 217 (collision #4692)
🌟 COLLISION! Prime 49547 at position 227 (collision #4693)
🌟 COLLISION! Prime 49549 at position 229 (collision #4694)
🌟 COLLISION! Prime 49559 at position 239 (collision #4695)
🌟 COLLISION! Prime 49597 at position 277 (collision #4696)
🌟 COLLISION! Prime 49603 at position 283 (collision #4697)
🌟 COLLISION! Prime 49613 at position 293 (collision #4698)
🌟 COLLISION! Prime 49627 at position 307 (collision #4699)
🌟 COLLISION! Prime 49633 at position 313 (collision #4700)
🌟 COLLISION! Prime 49639 at position 319 (collision #4701)
🌟 COLLISION! Prime 49663 at position 343 (collision #4702)
🌟 COLLISION! Prime 49667 at position 347 (collision #4703)
🌟 COLLISION! Prime 49669 at position 349 (collision #4704)
🌟 COLLISION! Prime 49681 at position 1 (collision #4705)
🌟 COLLISION! Prime 49697 at position 17 (collision #4706)
🌟 COLLISION! Prime 49711 at position 31 (collision #4707)
🌟 COLLISION! Prime 49727 at position 47 (collision #4708)
🌟 COLLISION! Prime 49739 at position 59 (collision #4709)
🌟 COLLISION! Prime 49741 at position 61 (collision #4710)
🌟 COLLISION! Prime 49747 at position 67 (collision #4711)
🌟 COLLISION! Prime 49757 at position 77 (collision #4712)
🌟 COLLISION! Prime 49783 at position 103 (collision #4713)
🌟 COLLISION! Prime 49787 at position 107 (collision #4714)
🌟 COLLISION! Prime 49789 at position 109 (collision #4715)
🌟 COLLISION! Prime 49801 at position 121 (collision #4716)
🌟 COLLISION! Prime 49807 at position 127 (collision #4717)
🌟 COLLISION! Prime 49811 at position 131 (collision #4718)
🌟 COLLISION! Prime 49823 at position 143 (collision #4719)
🌟 COLLISION! Prime 49831 at position 151 (collision #4720)
🌟 COLLISION! Prime 49843 at position 163 (collision #4721)
🌟 COLLISION! Prime 49853 at position 173 (collision #4722)
🌟 COLLISION! Prime 49871 at position 191 (collision #4723)
🌟 COLLISION! Prime 49877 at position 197 (collision #4724)
🌟 COLLISION! Prime 49891 at position 211 (collision #4725)
🌟 COLLISION! Prime 49919 at position 239 (collision #4726)
🌟 COLLISION! Prime 49921 at position 241 (collision #4727)
🌟 COLLISION! Prime 49927 at position 247 (collision #4728)
🌟 COLLISION! Prime 49937 at position 257 (collision #4729)
🌟 COLLISION! Prime 49939 at position 259 (collision #4730)
🌟 COLLISION! Prime 49943 at position 263 (collision #4731)
🌟 COLLISION! Prime 49957 at position 277 (collision #4732)
🌟 COLLISION! Prime 49991 at position 311 (collision #4733)
🌟 COLLISION! Prime 49993 at position 313 (collision #4734)
🌟 COLLISION! Prime 49999 at position 319 (collision #4735)
🌟 COLLISION! Prime 50021 at position 341 (collision #4736)
🌟 COLLISION! Prime 50023 at position 343 (collision #4737)
🌟 COLLISION! Prime 50033 at position 353 (collision #4738)
🌟 COLLISION! Prime 50047 at position 7 (collision #4739)
🌟 COLLISION! Prime 50051 at position 11 (collision #4740)
🌟 COLLISION! Prime 50053 at position 13 (collision #4741)
